('주', 'Noun') ('를', 'Josa') ('찬양', 'Noun') ('할', 'Verb') ('찌라', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('사랑', 'Noun') ('은', 'Josa') ('망설임', 'Verb') ('웃음', 'Noun') ('짓는', 'Verb') ('서글픔', 'Adjective') ('웃음', 'Noun') ('짓는', 'Verb') ('애', 'Noun') ('닮음', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('라라라', 'Noun') ('랄랄라', 'Adverb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('자꾸만', 'Noun') ('흘러', 'Verb') ('내리네', 'Verb') ('자꾸만', 'Noun') ('흘러', 'Verb') ('내리네', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('우린', 'Noun') ('오늘', 'Noun') ('만난답니다', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('즐거움', 'Noun') ('이', 'Josa') ('즐거움', 'Noun') ('이', 'Josa') ('눈앞', 'Noun') ('에', 'Josa') ('어린다', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('랄랄', 'Noun') ('라랄', 'Adverb') ('랄', 'Noun') ('랄랄', 'Noun') ('랄랄', 'Noun') ('랄랄', 'Noun') ('라랄', 'Adverb') ('랄라', 'Adverb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('했었소', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('라라', 'Noun') ('랄라', 'Adverb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('주님', 'Noun') ('을', 'Josa') ('찬양', 'Noun') ('해요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('감은', 'Verb') ('눈', 'Noun') ('살포시', 'Noun') ('뜨어라', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('너', 'Noun') ('를', 'Josa') ('도우', 'Noun') ('리', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('소', 'Noun') ('망', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('사랑', 'Noun') ('의', 'Josa') ('비야', 'Noun') ('적셔다오', 'Verb') ('사랑', 'Noun') ('의', 'Josa') ('비야', 'Noun') ('적셔다오', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('우물', 'Noun') ('속', 'Noun') ('에는', 'Josa') ('달이', 'Noun') ('밝고', 'Verb') ('구름', 'Noun') ('이', 'Josa') ('흐르고', 'Verb') ('하늘', 'Noun') ('이', 'Josa') ('펼치고', 'Verb') ('파란', 'Noun') ('바람', 'Noun') ('이', 'Josa') ('불', 'Noun') ('고', 'Josa') ('가을', 'Noun') ('이', 'Josa') ('있고', 'Adjective') ('추억', 'Noun') ('처럼', 'Josa') ('사나이', 'Noun') ('가', 'Josa') ('있습니다', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('주님', 'Noun') ('을', 'Josa') ('찬양', 'Noun') ('해요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('자꾸만', 'Noun') ('흘러내리네', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('내', 'Noun') ('가', 'Josa') ('왜', 'Noun') ('혼자', 'Noun') ('서', 'Josa') ('이', 'Noun') ('빗속', 'Noun') ('에', 'Josa') ('울', 'Noun') ('고', 'Josa') ('있을까', 'Adjective') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('언제', 'Noun') ('라도', 'Josa') ('난', 'Noun') ('안', 'Noun') ('잊을테요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('라라라라', 'Noun') ('라라', 'Noun') ('라라라라', 'Noun') ('라라', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('테', 'Noun') ('요', 'Josa') ('언제', 'Noun') ('라도', 'Josa') ('난', 'Noun') ('안', 'Noun') ('잊을', 'Verb') ('테', 'Noun') ('요', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('고개', 'Noun') ('를', 'Josa') ('넘어서', 'Verb') ('마을', 'Noun') ('로', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('나', 'Noun') ('하나', 'Noun') ('만의', 'Josa') ('사랑', 'Noun') ('이었오', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('거울', 'Noun') ('속', 'Noun') ('에', 'Josa') ('나타나', 'Verb') ('온다', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('주', 'Noun') ('를', 'Josa') ('위해', 'Noun') ('바칩니다', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('난난', 'Noun') ('나', 'Josa') ('난난', 'Noun') ('나나', 'Noun') ('나', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('하늘', 'Noun') ('을', 'Josa') ('봤는데', 'Verb') ('아', 'Exclamation') ('미운', 'Verb') ('사람', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('아우', 'Noun') ('의', 'Josa') ('얼굴', 'Noun') ('은', 'Josa') ('슬픈', 'Adjective') ('그림', 'Noun') ('이다', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이제', 'Noun') ('는', 'Josa') ('우리', 'Noun') ('가', 'Josa') ('이별', 'Noun') ('을', 'Josa') ('할', 'Verb') ('시간', 'Noun') ('아', 'Exclamation') ('미운', 'Verb') ('사람', 'Noun') ('그러나', 'Conjunction') ('우리', 'Noun') ('는', 'Josa') ('사랑', 'Noun') ('을', 'Josa') ('했는데', 'Verb') ('아', 'Exclamation') ('미운', 'Verb') ('사람', 'Noun') ('그렇게도', 'Adjective') ('다정했는데', 'Adjective') ('그렇게도', 'Adjective') ('행복했는데', 'Adjective') ('우리', 'Noun') ('멀리', 'Noun') ('헤어진다면', 'Verb') ('서러운', 'Adjective') ('맘', 'Noun') ('어이', 'Noun') 
('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('자꾸만', 'Noun') ('흘러내리네', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('사랑', 'Noun') ('하기', 'Verb') ('때문', 'Noun') ('에', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('사랑', 'Noun') ('하기', 'Verb') ('때문', 'Noun') ('에', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('차라리', 'Noun') ('내', 'Noun') ('마음', 'Noun') ('에', 'Josa') ('비친', 'Verb') ('내', 'Noun') ('모습', 'Noun') ('그려', 'Verb') ('가리', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그렇다고', 'Conjunction') ('변하는', 'Adjective') ('것', 'Noun') ('은', 'Josa') ('아닐테니까', 'Adjective') ('지난날', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('여', 'Josa') ('길', 'Noun') ('을', 'Josa') ('터', 'Noun') ('주오', 'Noun') ('가리워진', 'Verb') ('나', 'Noun') ('의', 'Josa') ('길', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('내', 'Noun') ('품', 'Noun') ('에', 'Josa') ('안겨', 'Verb') ('사랑', 'Noun') ('의', 'Josa') ('꿈', 'Noun') ('나눠요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('여', 'Josa') ('길', 'Noun') ('을', 'Josa') ('터', 'Noun') ('주오', 'Noun') ('가리워진', 'Verb') ('나', 'Noun') ('의', 'Josa') ('길', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('차라리', 'Noun') ('내', 'Noun') ('마음', 'Noun') ('에', 'Josa') ('비친', 'Verb') ('내', 'Noun') ('모습', 'Noun') ('그려', 'Verb') ('가리', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('우울한', 'Adjective') ('편지', 'Noun') ('는', 'Josa') ('이', 'Determiner') ('젠', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('오래전', 'Adverb') ('부터', 'Noun') ('나를', 'Verb') ('사랑', 'Noun') ('해', 'Verb') ('왔다고', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('내', 'Noun') ('품', 'Noun') ('에', 'Josa') ('안겨', 'Verb') ('사랑', 'Noun') ('의', 'Josa') ('꿈', 'Noun') ('나눠요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('없는', 'Adjective') ('텅빈', 'Noun') ('밤', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그렇다고', 'Conjunction') ('변하는', 'Adjective') ('것', 'Noun') ('은', 'Josa') ('아닐테니까', 'Adjective') ('지난날', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('우울한', 'Adjective') ('편지', 'Noun') ('는', 'Josa') ('이', 'Determiner') ('젠', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('오래전', 'Adverb') ('부터', 'Noun') ('나를', 'Verb') ('사랑', 'Noun') ('해', 'Verb') ('왔다고', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('없는', 'Adjective') ('텅빈', 'Noun') ('밤', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('우울한', 'Adjective') ('편진', 'Verb') ('이', 'Determiner') ('젠', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('그대', 'Noun') ('내', 'Noun') ('품', 'Noun') ('에', 'Josa') ('안겨', 'Verb') ('사랑', 'Noun') ('의', 'Josa') ('꿈', 'Noun') ('나눠요', 'Verb') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('사랑', 'Noun') ('하기', 'Verb') ('사랑', 'Noun') ('하기', 'Verb') ('때문', 'Noun') ('에', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('이제', 'Noun') ('다시', 'Noun') ('돌아온', 'Verb') ('그', 'Noun') ('댈', 'Verb') ('위해', 'Noun') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('혼자', 'Noun') ('울', 'Noun') ('지', 'Josa') ('마렴', 'Noun') ('나', 'Noun') ('의', 'Josa') ('사랑', 'Noun') ('나', 'Noun') ('의', 'Josa') ('얘', 'Noun') ('야', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
('사랑', 'Noun') ('하기', 'Verb') ('때문', 'Noun') ('에', 'Josa') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') ('UNK', '') 
